Supporting Information,,,,,,
Prediction of Energetic Material Properties from Electronic Structure using 3D Convolutional Neural Networks,,,,,,
Alex D. Casey,,"School of Mechanical Engineering, Purdue University, West Lafayette, Indiana 47907, USA",alex.casey.13@gmail.com,,,
CN1C=C(N=C1[N+]([O-])=O)C(O)=O,-658.6044964,4.695633696,5.0487,1.648,-80.206,train
CN1C=NC(=CC1=NO)[N+]([O-])=O,-638.6582862,3.290970904,6.7717,1.601,16.457,train
[O-][N+](=O)C1=NC=C2N=CN=CN12,-616.4184721,4.156027668,3.7742,1.654,64.201,train
CC1NC1C1=NC(=NO1)[N+]([O-])=O,-638.6345574,4.489641884,4.6867,1.513,29.068,train
CC1=NC(=NN)C(=CO1)[N+]([O-])=O,-638.6681702,3.36607492,5.8535,1.55,10.399,train
CC(=N)N1C=NC(=C1O)[N+]([O-])=O,-638.7208056,4.50896212,6.8195,1.598,-20.87,train
NC(=O)C1=C(N)C(=CO1)[N+]([O-])=O,-658.6040708,3.573971544,3.8695,1.677,-82.356,train
CN1C=C(NC(=O)C1=N)[N+]([O-])=O,-638.7326943,3.671116956,3.6143,1.569,-28.169,train
NC1=CC2=C(ON=C2[N+]([O-])=O)O1,-657.2813408,3.462948216,7.2758,1.782,2.553,train
ON=C1C=NC=CN=C1[N+]([O-])=O,-637.381815,4.029493728,5.2564,1.603,73.771,train
NC1=C2C=CON2C(=N1)[N+]([O-])=O,-637.4183435,3.595196592,7.8891,1.719,45.333,train
CCC(=O)N1C=NN=C1[N+]([O-])=O,-638.6856685,5.257825352,6.9645,1.539,-0.76,train
OCC1=CC(=NC(=N)O1)[N+]([O-])=O,-658.5446566,3.690981424,5.4741,1.653,-46.218,train
COC1=C(N=C(N1)C=O)[N+]([O-])=O,-658.5686517,4.571004568,4.5356,1.635,-57.029,train
[O-][N+](=O)C1=NON(CC#C)C1=N,-637.3084013,3.698872788,3.3165,1.548,115.089,train
CC1=C(N(NC1=O)N=C)[N+]([O-])=O,-638.6372408,3.618870684,2.8553,1.557,31.501,train
CC1=C2ON=CN2N=C1[N+]([O-])=O,-637.421204,4.486104376,3.376,1.65,49.277,train
NC1=C(C(N)=C(O1)C=O)[N+]([O-])=O,-658.5999133,3.662137128,4.0241,1.727,-81.13,train
ONC1=NN2CCC2=C1[N+]([O-])=O,-638.5962559,4.1905864,5.2822,1.607,50.91,train
CN1N=CC(O)=C(C1=O)[N+]([O-])=O,-658.5774392,4.118747776,4.3312,1.629,-57.758,train
NN=C1NC(C#C)=C(O1)[N+]([O-])=O,-637.3769838,3.425124092,6.6966,1.626,68.268,train
NC1=C(N)C(=COC1=N)[N+]([O-])=O,-638.7069832,2.689594544,1.641,1.583,-14.089,train
[O-][N+](=O)C1=CC2=NCCNN2O1,-638.5863985,3.249881388,4.6481,1.572,59.058,train
COCC1=C(C=NN1O)[N+]([O-])=O,-659.7000455,5.074419168,4.5222,1.557,-23.082,train
NCC1=C(C=NN1C=O)[N+]([O-])=O,-638.6983116,4.174531556,2.8585,1.539,-6.666,train
[O-][N+](=O)C1=CC2=NOCCN2N1,-638.6041436,2.781841868,3.78,1.611,46.753,train
NC1=C(N=C2C(O)CN12)[N+]([O-])=O,-638.6685792,4.427599436,8.0079,1.705,0.039,train
CC1=NC(=C2N=CON12)[N+]([O-])=O,-637.4327217,4.651006672,8.044,1.669,39.197,train
O=C1ON2N=C(C#C)C(=O)C2=N1,-618.958727,3.041168416,4.9008,1.686,60.79,test
CC1=COC(=NO)C(=N1)[N+]([O-])=O,-658.4893071,3.720369952,4.5066,1.595,-7.663,train
CC1(O)CN2C1=NN=C2[N+]([O-])=O,-638.6339381,5.006662284,6.9614,1.602,25.642,train
CNC1=C(C=NC(=O)N1)[N+]([O-])=O,-638.7511943,4.485288028,6.6604,1.649,-44.606,train
CC1=C2ON=CN2C(=N1)[N+]([O-])=O,-637.4390225,4.099699656,3.3838,1.634,37.941,train
CN1N=CC(=O)C(=C1N)[N+]([O-])=O,-638.6963524,4.187321008,8.9107,1.718,-11.729,train
CC(N)C1=C(O)ON=C1[N+]([O-])=O,-659.7495369,4.07765826,6.8038,1.594,-51.248,train
OC1CN2C(C1)=NN=C2[N+]([O-])=O,-638.6820715,4.899992812,7.948,1.657,-5.487,train
NN1C=C(C2=C1C=NO2)[N+]([O-])=O,-637.4010674,4.6803952,7.9766,1.709,58.171,train
NCC1=C(N(O)C=C1O)[N+]([O-])=O,-659.7320998,3.416960612,3.7706,1.626,-40.131,train
ON1C=C(C2=CNN=C12)[N+]([O-])=O,-637.413334,4.243104788,5.121,1.766,48.956,train
O=C1N=C2C=NC(=O)C(=O)C2=N1,-619.0650716,2.786195724,2.7165,1.693,-0.118,test
[O-][N+](=O)C1=CN(CC2CO2)N=N1,-638.6333773,5.647495464,8.1513,1.563,27.318,train
[O-][N+](=O)C1=NN2CC(=O)CC2=N1,-637.4860365,5.458919076,5.3849,1.678,2.776,test
CC(=O)N1C(N)=CN=C1[N+]([O-])=O,-638.7206786,3.71574398,5.8069,1.629,-24.534,train
CC1=C(N)N(O)C(O)=C1[N+]([O-])=O,-659.7406697,4.013983116,6.0896,1.681,-50.582,train
CN1N(C=C)N=C(C1=O)[N+]([O-])=O,-638.641359,3.755745032,8.9,1.575,26.838,train
NC1=CNC(=C1C=NO)[N+]([O-])=O,-638.6687117,3.30076708,5.7856,1.631,7.403,train
CN=C1NC=C(C(=O)O1)[N+]([O-])=O,-658.5830911,4.546786244,6.228,1.691,-68.446,train
CC#CC1=C(N(O)N=N1)[N+]([O-])=O,-637.3405669,4.107318904,1.4965,1.585,93.413,train
NC1=CN=C(CO)N=C1[N+]([O-])=O,-638.7207088,3.7688066,5.5416,1.635,-26.759,train
CCN1OC(=O)C(N)=C1[N+]([O-])=O,-659.7569097,3.464580912,1.6616,1.556,-56.814,train
NC1=NC(=CC(O)=C1O)[N+]([O-])=O,-658.6015455,4.425150392,6.9107,1.748,-82.235,train
ON1C(O)=C2NCC2=C1[N+]([O-])=O,-658.4337976,3.774521036,5.8717,1.741,21.928,train
CN=C1N=CC=C(N1O)[N+]([O-])=O,-638.6333636,3.016677976,2.8849,1.535,36.274,train
OC1=C(NC(=N1)[N+]([O-])=O)C1CO1,-658.5441052,3.858332764,5.0388,1.665,-47.359,train
OC1=CC(=O)N=CN=C1[N+]([O-])=O,-657.3258467,3.493697324,2.8808,1.712,-23.242,train
[O-][N+](=O)C1=C(C=NC(=O)N1)C#N,-636.2812101,3.523357968,0.7742,1.696,13.728,train
[O-][N+](=O)C1=NNC(C#N)=C1C=O,-636.2496714,4.490186116,3.0043,1.665,35.287,train
CC=NN1C(O)=CN=C1[N+]([O-])=O,-638.6564559,4.463518748,8.1053,1.633,15.065,train
CC1=C(N(N)C(=O)C=N1)[N+]([O-])=O,-638.6833795,3.315461344,1.2827,1.556,3.378,train
CON=C1C=NOC=C1[N+]([O-])=O,-658.4403127,4.124190096,2.3277,1.566,27.944,train
NN1C=C(N)C(=O)C(=C1)[N+]([O-])=O,-638.685723,4.058882256,9.9976,1.743,-8.199,train
CCN1OC(O)=C(C1=N)[N+]([O-])=O,-659.7458636,4.218342232,3.2987,1.542,-47.005,train
CC(O)C1=CN=NC(=N1)[N+]([O-])=O,-638.6659662,4.431681176,5.1702,1.527,10.794,train
NC1=CC(CO)=NN=C1[N+]([O-])=O,-638.6873417,4.189497936,7.0744,1.659,-7.752,train
O=C1ON=C2C1=CC1=NON=C21,-618.9721218,4.00962926,2.431,1.721,62.547,test
NC1=C(C2=NNC=C2O1)[N+]([O-])=O,-637.4728894,4.337801156,7.0213,1.82,9.622,train
NC=CC1=C(NC(=O)N1)[N+]([O-])=O,-638.7394893,3.350020076,6.7482,1.655,-37.854,train
OC1=C(C=NC=CC1=O)[N+]([O-])=O,-641.3015735,4.33888962,3.3525,1.61,-38.301,train
NC(=N)N1C=CC(O)=C1[N+]([O-])=O,-638.7179785,3.982689776,2.6498,1.611,-18.692,train
NC1=C(NC=O)OC(=C1)[N+]([O-])=O,-658.5767228,3.4558732,4.4299,1.676,-66.354,train
[O-][N+](=O)C1=C2NCC2=CC(=O)O1,-641.2728571,3.64499382,7.8748,1.69,-29.671,train
[O-][N+](=O)C1=C(N=C(O1)C#N)C#C,-618.9293685,4.238750932,3.023,1.602,78.143,train
[O-][N+](=O)C1=CC=C2NN=NC2=N1,-616.4022601,5.044758524,7.7427,1.71,71.375,train
[O-][N+](=O)C1=C(OC(=N)N=C1)C#N,-636.2334047,3.799011476,3.3065,1.655,45.907,train
CN=C1OC(=C(C)N1O)[N+]([O-])=O,-659.7132146,3.697512208,4.6936,1.546,-29.742,train
NC1=C(OC(CCO)=N1)[N+]([O-])=O,-659.796872,4.396850328,3.306,1.599,-87.113,train
ON1C=C(O)C(C#C)=C1[N+]([O-])=O,-641.1987634,3.472744392,3.1648,1.624,18.52,train
[O-][N+](=O)C1=COC2=C1C(=O)NC2,-641.3124133,4.796860848,7.2814,1.71,-54.928,train
CONC1=CN=CC(=N1)[N+]([O-])=O,-638.6519827,4.123645864,5.4822,1.53,21.464,train
NC1=NN=C(C(=N1)C#C)[N+]([O-])=O,-616.3308392,4.338617504,6.2631,1.656,107.664,train
CC(=C)N1OC(=NC1=N)[N+]([O-])=O,-638.6189237,2.946744164,2.4875,1.497,45.284,train
CC1=NNC(=O)C(=C1N)[N+]([O-])=O,-638.7231751,4.296167408,7.4623,1.672,-26.892,train
CN1N=CC(=C1C(N)=O)[N+]([O-])=O,-638.7308106,4.713865468,1.7007,1.561,-25.659,train
CON1N=C(N=C1C#C)[N+]([O-])=O,-637.3519041,5.174829972,7.1196,1.59,85.527,train
CCN1OC(=C(O)C1=N)[N+]([O-])=O,-659.7187208,3.2449833,1.7728,1.525,-30.831,train
[O-][N+](=O)C1=C(C#N)C(C=O)=NN1,-636.2518499,4.165279612,5.7365,1.687,31.801,train
O=C1N=C2N(ON=C2C#C)C1=O,-618.9474873,3.726900736,4.6051,1.69,65.545,test
[O-][N+](=O)C1=CC=C2C=NN=NN12,-616.326572,4.460253356,6.3083,1.642,121.87,train
[O-][N+](=O)C1=NN=C(C#C)C(=O)N1,-636.1926958,3.856700068,2.4778,1.673,68.149,train
CON=C1C=NNC=C1[N+]([O-])=O,-638.617808,3.404715392,4.6181,1.633,41.102,train
[O-][N+](=O)C1=NC(=NO1)C1COC1,-658.4827326,3.711390124,2.3075,1.589,-4.847,test
NC(=N)N1C(O)=CC=C1[N+]([O-])=O,-638.7254876,3.807174956,3.8257,1.684,-25.488,train
CCOC1=NC=C(N1O)[N+]([O-])=O,-659.7328765,3.97425418,4.0764,1.511,-38.368,train
CC1=CC2=C(N=NN2O1)[N+]([O-])=O,-637.3962221,4.873325444,8.1246,1.642,63.472,train
OC(C#C)C1=CC(=NO1)[N+]([O-])=O,-641.1884994,5.174557856,6.3458,1.602,19.529,train
ON=CC1=CC=NN=C1[N+]([O-])=O,-637.4071421,4.331542488,6.4186,1.639,57.384,train
CC1=C(N)C(=O)C(=NN1)[N+]([O-])=O,-638.6990157,3.991397488,9.6842,1.668,-15.092,train
NN=COC1=C(NC=C1)[N+]([O-])=O,-638.6649412,3.806358608,4.357,1.582,11.296,train
NC1=NN2C=C(OC2=C1)[N+]([O-])=O,-637.4530013,3.54158974,5.832,1.681,24.938,train
OC1=COC2=C(NN=C12)[N+]([O-])=O,-657.3070989,3.611251436,3.6075,1.762,-11.138,train
[O-][N+](=O)C1=NC=C(OC1=O)C#C,-640.0236447,3.852618328,7.0209,1.651,8.546,train
NC1=NC(N2CC2)=C(O1)[N+]([O-])=O,-638.6724815,4.298344336,6.4102,1.656,-2.287,train
OCCC1=C(N(O)C=N1)[N+]([O-])=O,-659.7355708,3.98105708,2.3049,1.582,-43.511,train
NN1C=C(OC=C)C(=N1)[N+]([O-])=O,-638.6225953,4.421068652,6.3714,1.585,37.366,train
NC1=C(N2CCN=C2O1)[N+]([O-])=O,-638.6931323,3.7143834,2.6406,1.662,-12.226,train
NCC(O)C1=C(OC=N1)[N+]([O-])=O,-659.7648593,4.242560556,3.367,1.581,-65.581,train
NC(=O)CC1=CN=C(N1)[N+]([O-])=O,-638.7487787,4.608556576,9.6631,1.649,-45.932,train
OC1=CC2=C(ON=C2N1)[N+]([O-])=O,-657.3008705,3.760098888,7.7986,1.793,-8.797,train
CN1C(=O)C=NC(=C1N)[N+]([O-])=O,-638.738681,4.245825948,6.3568,1.664,-35.913,train
CC1=C2OC=NC2=C(O1)[N+]([O-])=O,-641.2850448,4.260248096,6.7743,1.646,-32.073,train
O=C1C2=C(N=CO2)C2=C1N=NO2,-619.068996,4.338345388,2.2028,1.7,-6.976,test
CC1=C(N(OC1=O)C=N)[N+]([O-])=O,-658.5179122,3.43682508,2.015,1.598,-23.057,train
[O-][N+](=O)C1=CC2=NN=CN2N=C1,-616.3807926,4.071943824,2.4456,1.646,87.936,train
CON1C(C=C)=NN=C1[N+]([O-])=O,-638.5996811,4.412088824,6.405,1.52,57.317,train
[O-][N+](=O)C1=CN(C=O)C(=O)N=C1,-657.3805545,4.520935224,0.9248,1.688,-54.191,train
COC1=NNC(=O)C=C1[N+]([O-])=O,-658.5534586,3.708668964,4.0494,1.617,-46.418,train
NN1C(=O)OC(C#C)=C1[N+]([O-])=O,-657.2669494,3.496418484,1.2172,1.677,8.592,train
CCC1=C(C(=N)ON=N1)[N+]([O-])=O,-638.6164224,4.272765432,2.9244,1.488,44.894,train
[O-][N+](=O)C1=CNC(=O)C(=O)C=C1,-641.3212561,4.20011046,2.0018,1.669,-55.066,train
[O-][N+](=O)C1=CC=C2OC(=O)C2=N1,-640.0773142,4.739172256,4.4615,1.715,-19.808,train
CN1OC2=NOCC2=C1[N+]([O-])=O,-658.4241676,2.824836196,1.9466,1.619,34.081,train
[O-][N+](=O)C1=C(COC=C)NN=N1,-638.6490973,4.588964224,6.3186,1.552,23.221,train
OC1=C(C=NN=C1[N+]([O-])=O)C#N,-636.2479891,3.987043632,0.3552,1.674,38.073,train
OCC1=C(OC(=N1)[N+]([O-])=O)C#C,-641.2337182,4.12119682,4.5701,1.574,-7.024,train
CN=C1OC(=N)NC=C1[N+]([O-])=O,-638.6969436,4.496172668,4.3107,1.623,-8.922,train
NC1=C(C=C2N=CON12)[N+]([O-])=O,-637.4338656,3.843910616,6.2152,1.74,36.157,train
[O-][N+](=O)C1=CNC=C1ONC=N,-638.637097,4.285554884,6.2078,1.632,27.64,train
NC(=O)C1=C(N)C=C(O1)[N+]([O-])=O,-658.597631,3.520908924,2.8043,1.664,-79.016,train
[O-][N+](=O)C1=NOC(=O)C(=N1)C#C,-656.0115455,3.946226232,4.404,1.701,53.15,train
CC1=NC=C(NO)N=C1[N+]([O-])=O,-638.6649859,4.189770052,4.4836,1.591,10.708,train
NC1=CC2=C(O1)C(=CO2)[N+]([O-])=O,-641.2791562,3.284712236,5.8143,1.723,-32.23,train
NC1=C2C(NN=C2[N+]([O-])=O)=CO1,-637.4526092,2.799257292,5.0621,1.754,24.412,train
OC=C1N=NC(C#N)=C1[N+]([O-])=O,-636.2293924,3.541317624,5.6252,1.691,48.571,train
CON1C(=O)C=CN=C1[N+]([O-])=O,-658.5144667,4.514676556,2.3483,1.579,-19.359,train
NC1=C(OC(CC#N)=N1)[N+]([O-])=O,-637.4928079,4.360114668,5.8768,1.636,-6.018,train
CC1=NC(=CC(O1)=NO)[N+]([O-])=O,-658.5200677,3.547848408,4.9227,1.619,-26.784,train
[O-][N+](=O)C1=CNC2=C1COC2=O,-641.338869,4.93074192,3.1017,1.7,-69.674,train
CC(=O)N1C=C(OC1=N)[N+]([O-])=O,-658.5752713,4.00554752,3.63,1.591,-59.038,train
OC1C(=O)N2C1=NC=C2[N+]([O-])=O,-657.3123835,4.971015088,4.8319,1.732,-19.776,train
NC1=NN(O)C(C=C)=C1[N+]([O-])=O,-638.6364595,3.941328144,4.178,1.625,29.436,train
[O-][N+](=O)C1=NC2=C(O1)OC=CC2,-641.2830876,3.930987736,6.6636,1.645,-30.298,test
NC1=C2OC(=O)C2=C(N1)[N+]([O-])=O,-657.2968496,3.510024284,6.8263,1.762,-9.317,train
NC1=C(CC=O)NN=C1[N+]([O-])=O,-638.6989148,4.075481332,7.8603,1.636,-12.981,train
[O-][N+](=O)C1=CC(=O)C(=O)NC=C1,-641.3156986,3.519004112,5.4163,1.678,-52.261,train
[O-][N+](=O)C1=C(ONC=N)C=CO1,-658.4796285,4.758492492,5.4027,1.612,-1.637,train
[O-][N+](=O)C1=C2C(NC2=NO1)C=O,-657.2202534,4.415626332,4.1273,1.687,41.213,train
CC(C=O)C1=C(N=NO1)[N+]([O-])=O,-658.5077249,4.992784368,5.4469,1.57,-17.899,train
[O-][N+](=O)C1=NN(C=N)C(C=O)=C1,-637.4654172,4.594134428,5.0835,1.607,21.485,train
CCN1N=C(N=CC1=O)[N+]([O-])=O,-638.6920229,4.300249148,3.8981,1.513,-2.127,train
OC1=COC2=C1C=C(N2)[N+]([O-])=O,-641.2929053,3.80009994,3.5092,1.739,-40.075,train
OC1CNC2=C1NN=C2[N+]([O-])=O,-638.6713836,4.009901376,5.598,1.666,1.027,train
[O-][N+](=O)C1=CN=C2N=COC2=N1,-636.2873025,4.7212126,3.836,1.734,15.282,train
[O-][N+](=O)C1=C(CC#N)OC(=N)N1,-637.4742722,3.402266348,2.7157,1.606,9,train
OCC1=NC(=O)C=C(N1)[N+]([O-])=O,-658.5836367,3.62458512,4.7268,1.722,-72.77,train
NC(=N)ON1C=CC=C1[N+]([O-])=O,-638.6476119,4.571820916,3.2664,1.593,21.795,train
CN(C)C1=NC(=C(O)O1)[N+]([O-])=O,-659.7713994,4.156299784,8.4698,1.632,-70.785,train
NC1=CC=C(N1C(O)=O)[N+]([O-])=O,-658.6019497,3.955478176,5.8195,1.754,-82.112,train
[O-][N+](=O)C1=NC=C2COC(=N)N12,-637.4752589,4.833052276,7.2091,1.696,11.177,train
CN=CNC1=NC(=CO1)[N+]([O-])=O,-638.6975852,4.115210268,4.4701,1.528,-9.15,train
CCC1=C(NC(=O)N=N1)[N+]([O-])=O,-638.6793803,3.016950092,3.3118,1.573,2.856,train
COC1=NC=C(N1C=O)[N+]([O-])=O,-658.5650038,4.54977952,6.8307,1.607,-52.88,train
CC1=C(N(NC1=O)C=O)[N+]([O-])=O,-658.564228,3.391653824,0.8947,1.63,-52.887,train
CON1C=NC(C=O)=C1[N+]([O-])=O,-658.4940806,4.2722212,6.1288,1.615,-8.713,train
[O-][N+](=O)C1=CC=NC(OC=O)=N1,-657.3747277,4.938361168,3.7239,1.66,-51.593,train
OC1=C(NC=N)C(=CO1)[N+]([O-])=O,-658.5727343,2.962254776,3.3187,1.676,-58.109,train
[O-][N+](=O)C1=NC=CC2=NON=C12,-636.196076,4.189770052,4.9879,1.711,74.427,train
[O-][N+](=O)C1=C(OC(=O)N=C1)C#C,-640.0362681,4.338073272,3.218,1.671,1.689,train
[O-][N+](=O)C1=NC=NC2=NOC=C12,-636.2309118,4.00282636,0.6656,1.707,52.996,train
CC(O)C1=C(N(O)N=C1)[N+]([O-])=O,-659.7056065,4.378618556,3.6894,1.589,-25.341,train
[O-][N+](=O)C1=CN=NC2=NC=CN12,-616.3749863,3.59057062,2.8066,1.66,91.934,train
OCC=CC1=NN=C(O1)[N+]([O-])=O,-658.5154173,4.255077892,7.5976,1.604,-26.564,train
OC1=C(NC=N)NC(=C1)[N+]([O-])=O,-638.7127528,3.720914184,7.8769,1.71,-25.099,train
[O-][N+](=O)C1=CN(C=O)N=CC1=O,-657.3388939,4.350046376,5.0697,1.695,-29.78,train
CN1N=C2N=COC2=C1[N+]([O-])=O,-637.4521857,4.580800744,1.3275,1.631,31.919,train
NC1=C(N2C=NOC2=C1)[N+]([O-])=O,-637.4544144,4.395761864,4.1452,1.713,25.529,train
OC1=C(N(CC#N)C=N1)[N+]([O-])=O,-637.4815646,4.638761452,5.9685,1.651,4.156,train
[O-][N+](=O)C1=NOC(N1)=NC1CC1,-638.6206169,2.962526892,2.6074,1.532,37.368,test
OC1=CC2=C(N1)OC=C2[N+]([O-])=O,-641.289602,3.528256056,5.5759,1.769,-39.085,train
COC1=NC(C)=C(N1O)[N+]([O-])=O,-659.737465,3.969356092,3.9285,1.524,-40.63,train
[O-][N+](=O)C1=C2N=CN=NC2=CO1,-636.2087411,3.384578808,3.2282,1.717,64.782,train
CC1=NN(NC=O)C=C1[N+]([O-])=O,-638.6835461,5.393067004,1.5249,1.535,0.173,train
NC1=C(O)NC(CO)=C1[N+]([O-])=O,-659.7861328,3.851257748,3.6072,1.661,-80.89,train
NN1NC(C#C)=C(C1=O)[N+]([O-])=O,-637.3793618,4.221063392,7.4112,1.701,64.211,train
[O-][N+](=O)C1=NN(C=CC=O)C=N1,-637.4615192,4.445831208,3.7585,1.584,23.956,train
[O-][N+](=O)C1=NNN=C1CCC=O,-638.680586,4.6667894,5.3806,1.566,1.224,train
OC1=C(N=C(O1)N1CC1)[N+]([O-])=O,-658.5210825,4.595767124,7.1858,1.715,-35.438,train
OC(C#C)C1=NC(=NO1)[N+]([O-])=O,-657.2332798,5.132651992,4.1597,1.639,28.484,train
OCCOC1=NC(=CN1)[N+]([O-])=O,-659.7872655,4.606107532,7.7051,1.638,-80.271,train
CN=CN1N=CC(O)=C1[N+]([O-])=O,-638.6745827,4.121741052,2.7729,1.514,11.495,train
CC1=NOC2=C1NN=C2[N+]([O-])=O,-637.4228967,5.179183828,7.5712,1.676,45.972,train
OCC1=NN(N=C)C(=C1)[N+]([O-])=O,-638.6333728,4.53209198,2.9532,1.524,33.682,train
[O-][N+](=O)C1=NN=NN2C=CC=C12,-616.3296649,3.66540252,5.6428,1.634,120.541,train
[O-][N+](=O)C1=NN(N=N1)C(=C)C#C,-616.2774976,4.504336148,5.9158,1.547,147.485,train
CN1NC(C=O)=C(C1=O)[N+]([O-])=O,-658.5486039,3.4558732,6.5031,1.69,-46.342,train
CN(C)C1=NC(O)=C(O1)[N+]([O-])=O,-659.7831851,4.42052442,8.3346,1.602,-77.707,train
NC1=CC(=C(O1)C=NO)[N+]([O-])=O,-658.5159287,3.21641112,5.9299,1.675,-27.37,train
CNC1=C(N=CC(=O)N1)[N+]([O-])=O,-638.7373429,4.197933532,6.3918,1.639,-35.563,train
[O-][N+](=O)C1=NNC(=N1)C1CCO1,-638.6680843,5.522322104,7.4454,1.588,6.556,test
[O-][N+](=O)C1=C(N=CO1)C(=O)C=C,-641.2825326,4.169361352,5.0483,1.603,-28.869,train
[O-][N+](=O)C1=NC(=O)N(CC#C)N1,-637.404372,3.723635344,5.6382,1.628,49.712,train
[O-][N+](=O)C1=NC=C(COC=O)N1,-658.5934811,4.726927036,6.3866,1.633,-72.504,train
ON=C1C=NN=CC(=C1)[N+]([O-])=O,-637.3618652,3.8572443,2.7359,1.593,89.125,train
CC1=C(C(=N)N(O1)N=C)[N+]([O-])=O,-638.6055153,4.451273528,6.7565,1.534,52.372,train
[O-][N+](=O)C1=NN=CN=C1OC=C,-637.4314546,4.498349596,5.2518,1.569,44.288,train
ON=CNC1=CC(=CN1)[N+]([O-])=O,-638.6636928,3.908402108,6.607,1.668,7.749,train
OCCN1N=C(C=C1O)[N+]([O-])=O,-659.7713631,4.648557628,8.5624,1.675,-71.834,train
OC1=CC(C=O)=NC=C1[N+]([O-])=O,-641.3423047,4.0409226,0.316,1.602,-62.957,train
NC1=CN(C=O)C(=C1O)[N+]([O-])=O,-658.5868874,3.520636808,4.4818,1.677,-68.987,train
[O-][N+](=O)C1=CC(=O)N=CNC1=O,-657.3544714,4.658353804,4.4105,1.702,-40.999,train
NC(=O)C1=CC(=CN1O)[N+]([O-])=O,-658.5589747,4.92121786,5.2805,1.692,-53.466,train
NC1=NC(O)=CC(O)=C1[N+]([O-])=O,-658.6369226,3.998200388,3.7663,1.705,-99.589,train
CC1=NN=CN=C(C1=O)[N+]([O-])=O,-637.4147883,3.780235472,1.708,1.551,54.473,train
OC1=CC(=CC(=O)C=N1)[N+]([O-])=O,-641.2984666,3.577236936,4.0221,1.634,-39.159,train
O=C1OC2=C(O1)C1=NN=CC1=N2,-618.9984251,2.25312048,3.0107,1.756,41.698,test
[O-][N+](=O)C1=CC=C(NC=O)N=N1,-637.4864218,4.434946568,5.1783,1.636,5.586,train
[O-][N+](=O)C1=CC(=O)N=C(O1)C=C,-641.2971283,4.1293603,3.718,1.58,-38.393,train
[O-][N+](=O)C1=NOC2=C1C=NC2=O,-656.0521693,4.21507684,1.1684,1.758,32.652,test
OC(=O)C1=CC(=NC=N1)[N+]([O-])=O,-657.3918538,4.54841894,3.6013,1.686,-62.015,train
CC(=O)NN1C=CN=C1[N+]([O-])=O,-638.6950309,4.305147236,3.8719,1.551,-5.285,train
NC1=C(C2=C(N1)N=CO2)[N+]([O-])=O,-637.4889732,3.91710982,5.7946,1.801,0.409,train
NN=CC1=C(OC=C1O)[N+]([O-])=O,-658.5291348,3.812889392,5.3637,1.682,-33.545,train
NN1C=C(OC=N)C(=C1)[N+]([O-])=O,-638.652601,4.844753264,6.4959,1.624,16.512,train
NC1=CN=C(C(O)=C1N)[N+]([O-])=O,-638.7449361,3.806358608,6.7482,1.685,-41.875,train
NC(=O)C1=CC(=C(N)N1)[N+]([O-])=O,-638.7626648,4.122013168,3.3498,1.683,-55.891,train
CN=C1OC(C)=NC(=N1)[N+]([O-])=O,-638.6964252,4.190858516,4,1.518,-7.288,train
COC1=NC=C(O)N=C1[N+]([O-])=O,-658.5759124,4.10350928,4.1014,1.63,-60.793,train
COCC1=C(O)NC(=N1)[N+]([O-])=O,-659.7835119,4.040106252,7.18,1.585,-75.729,train
[O-][N+](=O)C1=C(C=O)N=C(O1)C=C,-641.2851739,4.147592072,6.2236,1.56,-29.338,train
[O-][N+](=O)C1=NN=CN(C=C)C1=O,-637.4414104,4.500254408,7.0868,1.591,36.798,train
[O-][N+](=O)C1=NC(=O)ON1CC#C,-657.2392267,4.064324576,4.6464,1.666,24.449,train
NC1=CC(O)=C(O)C(=N1)[N+]([O-])=O,-658.6113392,3.466213608,4.1492,1.709,-85.536,train
OC1CC1N1C=C(N=N1)[N+]([O-])=O,-638.6335516,5.549533704,7.4347,1.589,24.742,train
CC1=C(OC(=N)N=C1N)[N+]([O-])=O,-638.7037363,3.489343468,7.5981,1.635,-16.282,train
[O-][N+](=O)C1=CNC(=N)N=C1C=O,-637.4829954,4.02595622,4.3237,1.655,7.627,train
[O-][N+](=O)C1=NC=C(N1)OCC#N,-637.4679179,4.395489748,3.5288,1.618,12.507,train
CC1=C(C=NN(O)C1=N)[N+]([O-])=O,-638.6244645,3.431654876,3.1887,1.581,40.084,train
[O-][N+](=O)C1=C2CNC(=O)C2=NN1,-637.4963065,4.182150804,2.3229,1.715,-5.31,test
NC1=CN2OC=NC2=C1[N+]([O-])=O,-637.428328,3.871938564,6.4337,1.736,40.308,train
NN=CC1=C(N)C=C(O1)[N+]([O-])=O,-638.6681572,3.136681132,6.8698,1.617,5.384,train
[O-][N+](=O)C1=C(C=O)N=C(O1)C#C,-640.0152221,4.125822792,5.6228,1.645,14.492,train
CON1C=C(CO)C(=N1)[N+]([O-])=O,-659.7032371,4.861896572,5.2442,1.546,-23.224,train
CC1=NC(C=O)=C(N1O)[N+]([O-])=O,-658.5243858,3.942688724,4.9934,1.61,-26.709,train
COC1CN2N=C(N=C12)[N+]([O-])=O,-638.6260644,5.497559548,7.6437,1.573,32.565,train
[O-][N+](=O)C1=NC=C2CNC(=O)N12,-637.5098805,4.799854124,8.5964,1.728,-13.124,train
CC(=O)N1N=CC(=C1N)[N+]([O-])=O,-638.7377296,4.583521904,3.9286,1.565,-31.709,train
